premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Raccoons have fur. Dofiks are raccoons. Bafus are Dofiks.,Bafus have fur.,Dofiks have fur,S,Raccoons have fur.,Raccoons,Bafus,2,S-case,Nonsense
Raccoons have fur. Dofiks are raccoons. Bafus are Dofiks.,Bafus have fur.,Dofiks do not have fur,W,Raccoons have fur.,Raccoons,Bafus,2,W-case,Nonsense
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,A white-tailed deer is a deer. A white-tailed deer has long legs.,S,Deer have long legs.,Deer,Dofiks,1,S-case,Real
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,A Yeb is a deer. A Yeb has long legs.,S,Deer have long legs.,Deer,Dofiks,1,S-case,Nonsense
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,"The black-tailed deer, which has short, stocky legs is a deer. The black-tailed deer, which has short, stocky legs does not have long legs.",W,Deer have long legs.,Deer,Dofiks,1,W-case,Real
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,A Yeb is a deer. A Yeb does not have long legs.,W,Deer have long legs.,Deer,Dofiks,1,W-case,Nonsense
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,Camels are not deer. Camels have long legs.,N,Deer have long legs.,Deer,Dofiks,1,S-alt,Real
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,A Yeb is not a deer. A Yeb has long legs.,N,Deer have long legs.,Deer,Dofiks,1,S-alt,Nonsense
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,A Yeb is not a deer. A Yeb does not have long legs.,N,Deer have long legs.,Deer,Dofiks,1,N-alt,Nonsense
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,Carp are not deer. A carp does not have long legs.,N,Deer have long legs.,Deer,Dofiks,1,N-alt,Real
Deer have long legs. A Dofik is a deer.,A Dofik has long legs.,Deer have a reddish brown coat in the summer and a grayish one in the winter.,N,Deer have long legs.,Deer,Dofiks,1,N-prop,Real
Deer have long legs. A white-tailed deer is a deer. A Dofik is a white-tailed deer.,A Dofik has long legs.,A white-tailed deer has long legs.,S,Deer have long legs.,Deer,Dofiks,2,S-case,Real
"Deer have long legs. The black-tailed deer, which has short, stocky legs is a deer. A Dofik is the black-tailed deer, which has short, stocky legs.",A Dofik has long legs.,"The black-tailed deer, which has short, stocky legs does not have long legs.",W,Deer have long legs.,Deer,Dofiks,2,W-case,Real
Deer have long legs. A Wumox is a deer. A Dofik is a Wumox.,A Dofik has long legs.,A Wumox has long legs,S,Deer have long legs.,Deer,Dofiks,2,S-case,Nonsense
Deer have long legs. A Wumox is a deer. A Dofik is a Wumox.,A Dofik has long legs.,A Wumox does not have long legs,W,Deer have long legs.,Deer,Dofiks,2,W-case,Nonsense
Dogs have fur. A Goq is a dog.,A Goq has fur.,A bichon frise is a dog. A bichon frise has fur.,S,Dogs have fur.,Dogs,Goqs,1,S-case,Real
Dogs have fur. A Goq is a dog.,A Goq has fur.,A Dofik is a dog. A Dofik has fur.,S,Dogs have fur.,Dogs,Goqs,1,S-case,Nonsense
Dogs have fur. A Goq is a dog.,A Goq has fur.,Mexican hairless dogs are dogs. Mexican hairless dogs do not have fur.,W,Dogs have fur.,Dogs,Goqs,1,W-case,Real
Dogs have fur. A Goq is a dog.,A Goq has fur.,A Dofik is a dog. Dofiks do not have fur.,W,Dogs have fur.,Dogs,Goqs,1,W-case,Nonsense
Dogs have fur. A Goq is a dog.,A Goq has fur.,Squirrels are not dogs. Squirrels have fur.,N,Dogs have fur.,Dogs,Goqs,1,S-alt,Real
Dogs have fur. A Goq is a dog.,A Goq has fur.,A Dofik is not a dog. A Dofik has fur.,N,Dogs have fur.,Dogs,Goqs,1,S-alt,Nonsense
Dogs have fur. A Goq is a dog.,A Goq has fur.,A Dofik is not a dog. Dofiks do not have fur.,N,Dogs have fur.,Dogs,Goqs,1,N-alt,Nonsense
Dogs have fur. A Goq is a dog.,A Goq has fur.,Sharks are not dogs. Sharks do not have fur.,N,Dogs have fur.,Dogs,Goqs,1,N-alt,Real
Dogs have fur. A Goq is a dog.,A Goq has fur.,Dogs have a strong sense of smell.,N,Dogs have fur.,Dogs,Goqs,1,N-prop,Real
Dogs have fur. A bichon frise is a dog. A Goq is a bichon frise.,A Goq has fur.,A bichon frise has fur.,S,Dogs have fur.,Dogs,Goqs,2,S-case,Real
Dogs have fur. Mexican hairless dogs are dogs. Goqs are mexican hairless dogs.,A Goq has fur.,Mexican hairless dogs do not have fur.,W,Dogs have fur.,Dogs,Goqs,2,W-case,Real
Dogs have fur. A Yeb is a dog. A Goq is a Yeb.,A Goq has fur.,A Yeb has fur,S,Dogs have fur.,Dogs,Goqs,2,S-case,Nonsense
Dogs have fur. A Yeb is a dog. A Goq is a Yeb.,A Goq has fur.,Yebs do not have fur,W,Dogs have fur.,Dogs,Goqs,2,W-case,Nonsense
Goats have legs. A Goq is a goat.,A Goq has legs.,A bighorn sheep is a goat. A bighorn sheep has legs.,S,Goats have legs.,Goats,Goqs,1,S-case,Real
Goats have legs. A Goq is a goat.,A Goq has legs.,A Dofik is a goat. A Dofik has legs.,S,Goats have legs.,Goats,Goqs,1,S-case,Nonsense
Goats have legs. A Goq is a goat.,A Goq has legs.,Goats that are born with birth defects that prevent them from having legs are goats. Goats that are born with birth defects that prevent them from having legs do not have legs.,W,Goats have legs.,Goats,Goqs,1,W-case,Real
Goats have legs. A Goq is a goat.,A Goq has legs.,A Dofik is a goat. Dofiks do not have legs.,W,Goats have legs.,Goats,Goqs,1,W-case,Nonsense
Goats have legs. A Goq is a goat.,A Goq has legs.,Chickens are not goats. Chickens have legs.,N,Goats have legs.,Goats,Goqs,1,S-alt,Real
Goats have legs. A Goq is a goat.,A Goq has legs.,A Dofik is not a goat. A Dofik has legs.,N,Goats have legs.,Goats,Goqs,1,S-alt,Nonsense
Goats have legs. A Goq is a goat.,A Goq has legs.,A Dofik is not a goat. Dofiks do not have legs.,N,Goats have legs.,Goats,Goqs,1,N-alt,Nonsense
Goats have legs. A Goq is a goat.,A Goq has legs.,Worms are not goats. Worms do not have legs.,N,Goats have legs.,Goats,Goqs,1,N-alt,Real
Goats have legs. A Goq is a goat.,A Goq has legs.,Goats have a four-chamber stomach.,N,Goats have legs.,Goats,Goqs,1,N-prop,Real
Goats have legs. A bighorn sheep is a goat. A Goq is a bighorn sheep.,A Goq has legs.,A bighorn sheep has legs.,S,Goats have legs.,Goats,Goqs,2,S-case,Real
Goats have legs. Goats that are born with birth defects that prevent them from having legs are goats. Goqs are goats that are born with birth defects that prevent them from having legs.,A Goq has legs.,Goats that are born with birth defects that prevent them from having legs do not have legs.,W,Goats have legs.,Goats,Goqs,2,W-case,Real
Goats have legs. A Yeb is a goat. A Goq is a Yeb.,A Goq has legs.,A Yeb has legs,S,Goats have legs.,Goats,Goqs,2,S-case,Nonsense
Goats have legs. A Yeb is a goat. A Goq is a Yeb.,A Goq has legs.,Yebs do not have legs,W,Goats have legs.,Goats,Goqs,2,W-case,Nonsense
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Giraffes are giraffes. Giraffes have thick lips.,S,Giraffes have thick lips.,Giraffes,Wumoxes,1,S-case,Real
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Bafus are giraffes. Bafus have thick lips.,S,Giraffes have thick lips.,Giraffes,Wumoxes,1,S-case,Nonsense
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,"The reticulated giraffe, which has thin lips is a giraffe. The reticulated giraffe, which has thin lips does not have thick lips.",W,Giraffes have thick lips.,Giraffes,Wumoxes,1,W-case,Real
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Bafus are giraffes. A Bafu does not have thick lips.,W,Giraffes have thick lips.,Giraffes,Wumoxes,1,W-case,Nonsense
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Elephants are not giraffes. Elephants have thick lips.,N,Giraffes have thick lips.,Giraffes,Wumoxes,1,S-alt,Real
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Bafus are not giraffes. Bafus have thick lips.,N,Giraffes have thick lips.,Giraffes,Wumoxes,1,S-alt,Nonsense
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Bafus are not giraffes. A Bafu does not have thick lips.,N,Giraffes have thick lips.,Giraffes,Wumoxes,1,N-alt,Nonsense
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Ostriches are not giraffes. An ostrich does not have thick lips.,N,Giraffes have thick lips.,Giraffes,Wumoxes,1,N-alt,Real
Giraffes have thick lips. Wumoxes are giraffes.,Wumoxes have thick lips.,Giraffes have big eyes.,N,Giraffes have thick lips.,Giraffes,Wumoxes,1,N-prop,Real
Giraffes have thick lips. Giraffes are giraffes. Wumoxes are giraffes.,Wumoxes have thick lips.,Giraffes have thick lips.,S,Giraffes have thick lips.,Giraffes,Wumoxes,2,S-case,Real
"Giraffes have thick lips. The reticulated giraffe, which has thin lips is a giraffe. A Wumox is the reticulated giraffe, which has thin lips.",Wumoxes have thick lips.,"The reticulated giraffe, which has thin lips does not have thick lips.",W,Giraffes have thick lips.,Giraffes,Wumoxes,2,W-case,Real
Giraffes have thick lips. Goqs are giraffes. Wumoxes are Goqs.,Wumoxes have thick lips.,Goqs have thick lips,S,Giraffes have thick lips.,Giraffes,Wumoxes,2,S-case,Nonsense
Giraffes have thick lips. Goqs are giraffes. Wumoxes are Goqs.,Wumoxes have thick lips.,A Goq does not have thick lips,W,Giraffes have thick lips.,Giraffes,Wumoxes,2,W-case,Nonsense
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,An african forest elephant is an elephant. An african forest elephant lives in herds.,S,Elephants live in herds.,Elephants,Bafus,1,S-case,Real
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,A Goq is an elephant. A Goq lives in herds.,S,Elephants live in herds.,Elephants,Bafus,1,S-case,Nonsense
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,Elephants that are injured and can't keep up with the herd are elephants. Elephants that are injured and can't keep up with the herd do not live in herds.,W,Elephants live in herds.,Elephants,Bafus,1,W-case,Real
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,A Goq is an elephant. Goqs do not live in herds.,W,Elephants live in herds.,Elephants,Bafus,1,W-case,Nonsense
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,Zebras are not elephants. Zebras live in herds.,N,Elephants live in herds.,Elephants,Bafus,1,S-alt,Real
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,A Goq is not an elephant. A Goq lives in herds.,N,Elephants live in herds.,Elephants,Bafus,1,S-alt,Nonsense
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,A Goq is not an elephant. Goqs do not live in herds.,N,Elephants live in herds.,Elephants,Bafus,1,N-alt,Nonsense
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,Budgies are not elephants. Budgies do not live in herds.,N,Elephants live in herds.,Elephants,Bafus,1,N-alt,Real
Elephants live in herds. A Bafu is an elephant.,A Bafu lives in herds.,Elephants live in the savannah.,N,Elephants live in herds.,Elephants,Bafus,1,N-prop,Real
Elephants live in herds. An african forest elephant is an elephant. A Bafu is an african forest elephant.,A Bafu lives in herds.,An african forest elephant lives in herds.,S,Elephants live in herds.,Elephants,Bafus,2,S-case,Real
Elephants live in herds. Elephants that are injured and can't keep up with the herd are elephants. Bafus are elephants that are injured and can't keep up with the herd.,A Bafu lives in herds.,Elephants that are injured and can't keep up with the herd do not live in herds.,W,Elephants live in herds.,Elephants,Bafus,2,W-case,Real
Elephants live in herds. A Dofik is an elephant. A Bafu is a Dofik.,A Bafu lives in herds.,A Dofik lives in herds,S,Elephants live in herds.,Elephants,Bafus,2,S-case,Nonsense
Elephants live in herds. A Dofik is an elephant. A Bafu is a Dofik.,A Bafu lives in herds.,Dofiks do not live in herds,W,Elephants live in herds.,Elephants,Bafus,2,W-case,Nonsense
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,An african pygmy hedgehog is a hedgehog. An african pygmy hedgehog has legs.,S,Hedgehogs have legs.,Hedgehogs,Yebs,1,S-case,Real
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,A Wumox is a hedgehog. A Wumox has legs.,S,Hedgehogs have legs.,Hedgehogs,Yebs,1,S-case,Nonsense
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,Hedgehogs that are born with birth defects are hedgehogs. Hedgehogs that are born with birth defects do not have legs.,W,Hedgehogs have legs.,Hedgehogs,Yebs,1,W-case,Real
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,A Wumox is a hedgehog. Wumoxes do not have legs.,W,Hedgehogs have legs.,Hedgehogs,Yebs,1,W-case,Nonsense
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,Salamanders are not hedgehogs. Salamanders have legs.,N,Hedgehogs have legs.,Hedgehogs,Yebs,1,S-alt,Real
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,A Wumox is not a hedgehog. A Wumox has legs.,N,Hedgehogs have legs.,Hedgehogs,Yebs,1,S-alt,Nonsense
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,A Wumox is not a hedgehog. Wumoxes do not have legs.,N,Hedgehogs have legs.,Hedgehogs,Yebs,1,N-alt,Nonsense
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,Walruses are not hedgehogs. Walruses do not have legs.,N,Hedgehogs have legs.,Hedgehogs,Yebs,1,N-alt,Real
Hedgehogs have legs. A Yeb is a hedgehog.,A Yeb has legs.,Hedgehogs have a snout.,N,Hedgehogs have legs.,Hedgehogs,Yebs,1,N-prop,Real
Hedgehogs have legs. An african pygmy hedgehog is a hedgehog. A Yeb is an african pygmy hedgehog.,A Yeb has legs.,An african pygmy hedgehog has legs.,S,Hedgehogs have legs.,Hedgehogs,Yebs,2,S-case,Real
Hedgehogs have legs. Hedgehogs that are born with birth defects are hedgehogs. Yebs are hedgehogs that are born with birth defects.,A Yeb has legs.,Hedgehogs that are born with birth defects do not have legs.,W,Hedgehogs have legs.,Hedgehogs,Yebs,2,W-case,Real
Hedgehogs have legs. A Bafu is a hedgehog. A Yeb is a Bafu.,A Yeb has legs.,A Bafu has legs,S,Hedgehogs have legs.,Hedgehogs,Yebs,2,S-case,Nonsense
Hedgehogs have legs. A Bafu is a hedgehog. A Yeb is a Bafu.,A Yeb has legs.,Bafus do not have legs,W,Hedgehogs have legs.,Hedgehogs,Yebs,2,W-case,Nonsense
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,A frogs that live in the water is a frog. A frogs that live in the water eats worms.,S,Frogs eat worms.,Frogs,Bafus,1,S-case,Real
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,A Goq is a frog. A Goq eats worms.,S,Frogs eat worms.,Frogs,Bafus,1,S-case,Nonsense
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,Frogs that are in a place where there are not many worms are frogs. Frogs that are in a place where there are not many worms do not eat worms.,W,Frogs eat worms.,Frogs,Bafus,1,W-case,Real
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,A Goq is a frog. Goqs do not eat worms.,W,Frogs eat worms.,Frogs,Bafus,1,W-case,Nonsense
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,Squirrels are not frogs. Squirrels eat worms.,N,Frogs eat worms.,Frogs,Bafus,1,S-alt,Real
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,A Goq is not a frog. A Goq eats worms.,N,Frogs eat worms.,Frogs,Bafus,1,S-alt,Nonsense
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,A Goq is not a frog. Goqs do not eat worms.,N,Frogs eat worms.,Frogs,Bafus,1,N-alt,Nonsense
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,Whales are not frogs. Whales do not eat worms.,N,Frogs eat worms.,Frogs,Bafus,1,N-alt,Real
Frogs eat worms. A Bafu is a frog.,A Bafu eats worms.,Frogs eat other amphibians.,N,Frogs eat worms.,Frogs,Bafus,1,N-prop,Real
Frogs eat worms. A frogs that live in the water is a frog. A Bafu is a frogs that live in the water.,A Bafu eats worms.,A frogs that live in the water eats worms.,S,Frogs eat worms.,Frogs,Bafus,2,S-case,Real
Frogs eat worms. Frogs that are in a place where there are not many worms are frogs. Bafus are frogs that are in a place where there are not many worms.,A Bafu eats worms.,Frogs that are in a place where there are not many worms do not eat worms.,W,Frogs eat worms.,Frogs,Bafus,2,W-case,Real
Frogs eat worms. A Dofik is a frog. A Bafu is a Dofik.,A Bafu eats worms.,A Dofik eats worms,S,Frogs eat worms.,Frogs,Bafus,2,S-case,Nonsense
Frogs eat worms. A Dofik is a frog. A Bafu is a Dofik.,A Bafu eats worms.,Dofiks do not eat worms,W,Frogs eat worms.,Frogs,Bafus,2,W-case,Nonsense
Deer have teeth. A Goq is a deer.,A Goq has teeth.,A white-tailed deer is a deer. A white-tailed deer has teeth.,S,Deer have teeth.,Deer,Goqs,1,S-case,Real
Deer have teeth. A Goq is a deer.,A Goq has teeth.,A Dofik is a deer. A Dofik has teeth.,S,Deer have teeth.,Deer,Goqs,1,S-case,Nonsense
Deer have teeth. A Goq is a deer.,A Goq has teeth.,Deer that have lost their teeth are deer. Deer that have lost their teeth do not have teeth.,W,Deer have teeth.,Deer,Goqs,1,W-case,Real
Deer have teeth. A Goq is a deer.,A Goq has teeth.,A Dofik is a deer. Dofiks do not have teeth.,W,Deer have teeth.,Deer,Goqs,1,W-case,Nonsense
Deer have teeth. A Goq is a deer.,A Goq has teeth.,Crocodiles are not deer. Crocodiles have teeth.,N,Deer have teeth.,Deer,Goqs,1,S-alt,Real
Deer have teeth. A Goq is a deer.,A Goq has teeth.,A Dofik is not a deer. A Dofik has teeth.,N,Deer have teeth.,Deer,Goqs,1,S-alt,Nonsense
Deer have teeth. A Goq is a deer.,A Goq has teeth.,A Dofik is not a deer. Dofiks do not have teeth.,N,Deer have teeth.,Deer,Goqs,1,N-alt,Nonsense
Deer have teeth. A Goq is a deer.,A Goq has teeth.,Emus are not deer. Emus do not have teeth.,N,Deer have teeth.,Deer,Goqs,1,N-alt,Real
Deer have teeth. A Goq is a deer.,A Goq has teeth.,Deer have four legs.,N,Deer have teeth.,Deer,Goqs,1,N-prop,Real
Deer have teeth. A white-tailed deer is a deer. A Goq is a white-tailed deer.,A Goq has teeth.,A white-tailed deer has teeth.,S,Deer have teeth.,Deer,Goqs,2,S-case,Real
Deer have teeth. Deer that have lost their teeth are deer. Goqs are deer that have lost their teeth.,A Goq has teeth.,Deer that have lost their teeth do not have teeth.,W,Deer have teeth.,Deer,Goqs,2,W-case,Real
Deer have teeth. A Yeb is a deer. A Goq is a Yeb.,A Goq has teeth.,A Yeb has teeth,S,Deer have teeth.,Deer,Goqs,2,S-case,Nonsense
Deer have teeth. A Yeb is a deer. A Goq is a Yeb.,A Goq has teeth.,Yebs do not have teeth,W,Deer have teeth.,Deer,Goqs,2,W-case,Nonsense
Rats have ears. Dofiks are rats.,Dofiks have ears.,Hairless rats are rats. Hairless rats have ears.,S,Rats have ears.,Rats,Dofiks,1,S-case,Real
Rats have ears. Dofiks are rats.,Dofiks have ears.,Yebs are rats. Yebs have ears.,S,Rats have ears.,Rats,Dofiks,1,S-case,Nonsense
Rats have ears. Dofiks are rats.,Dofiks have ears.,Rats that are born without ears are rats. Rats that are born without ears do not have ears.,W,Rats have ears.,Rats,Dofiks,1,W-case,Real
Rats have ears. Dofiks are rats.,Dofiks have ears.,Yebs are rats. Yebs do not have ears.,W,Rats have ears.,Rats,Dofiks,1,W-case,Nonsense
Rats have ears. Dofiks are rats.,Dofiks have ears.,Elephants are not rats. Elephants have ears.,N,Rats have ears.,Rats,Dofiks,1,S-alt,Real
Rats have ears. Dofiks are rats.,Dofiks have ears.,Yebs are not rats. Yebs have ears.,N,Rats have ears.,Rats,Dofiks,1,S-alt,Nonsense
Rats have ears. Dofiks are rats.,Dofiks have ears.,Yebs are not rats. Yebs do not have ears.,N,Rats have ears.,Rats,Dofiks,1,N-alt,Nonsense
Rats have ears. Dofiks are rats.,Dofiks have ears.,Lobsters are not rats. Lobsters do not have ears.,N,Rats have ears.,Rats,Dofiks,1,N-alt,Real
Rats have ears. Dofiks are rats.,Dofiks have ears.,Rats have a sense of smell.,N,Rats have ears.,Rats,Dofiks,1,N-prop,Real
Rats have ears. Hairless rats are rats. Dofiks are hairless rats.,Dofiks have ears.,Hairless rats have ears.,S,Rats have ears.,Rats,Dofiks,2,S-case,Real
Rats have ears. Rats that are born without ears are rats. Dofiks are rats that are born without ears.,Dofiks have ears.,Rats that are born without ears do not have ears.,W,Rats have ears.,Rats,Dofiks,2,W-case,Real
Rats have ears. Wumoxes are rats. Dofiks are Wumoxes.,Dofiks have ears.,Wumoxes have ears,S,Rats have ears.,Rats,Dofiks,2,S-case,Nonsense
Rats have ears. Wumoxes are rats. Dofiks are Wumoxes.,Dofiks have ears.,Wumoxes do not have ears,W,Rats have ears.,Rats,Dofiks,2,W-case,Nonsense
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Western lowland gorillas are gorillas. Western lowland gorillas have arms.,S,Gorillas have arms.,Gorillas,Goqs,1,S-case,Real
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Dofiks are gorillas. Dofiks have arms.,S,Gorillas have arms.,Gorillas,Goqs,1,S-case,Nonsense
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Gorillas that lose their arms are gorillas. Gorillas that lose their arms do not have arms.,W,Gorillas have arms.,Gorillas,Goqs,1,W-case,Real
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Dofiks are gorillas. Dofiks do not have arms.,W,Gorillas have arms.,Gorillas,Goqs,1,W-case,Nonsense
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Humans are not gorillas. Humans have arms.,N,Gorillas have arms.,Gorillas,Goqs,1,S-alt,Real
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Dofiks are not gorillas. Dofiks have arms.,N,Gorillas have arms.,Gorillas,Goqs,1,S-alt,Nonsense
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Dofiks are not gorillas. Dofiks do not have arms.,N,Gorillas have arms.,Gorillas,Goqs,1,N-alt,Nonsense
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Emus are not gorillas. Emus do not have arms.,N,Gorillas have arms.,Gorillas,Goqs,1,N-alt,Real
Gorillas have arms. Goqs are gorillas.,Goqs have arms.,Gorillas have a big nose.,N,Gorillas have arms.,Gorillas,Goqs,1,N-prop,Real
Gorillas have arms. Western lowland gorillas are gorillas. Goqs are western lowland gorillas.,Goqs have arms.,Western lowland gorillas have arms.,S,Gorillas have arms.,Gorillas,Goqs,2,S-case,Real
Gorillas have arms. Gorillas that lose their arms are gorillas. Goqs are gorillas that lose their arms.,Goqs have arms.,Gorillas that lose their arms do not have arms.,W,Gorillas have arms.,Gorillas,Goqs,2,W-case,Real
Gorillas have arms. Yebs are gorillas. Goqs are Yebs.,Goqs have arms.,Yebs have arms,S,Gorillas have arms.,Gorillas,Goqs,2,S-case,Nonsense
Gorillas have arms. Yebs are gorillas. Goqs are Yebs.,Goqs have arms.,Yebs do not have arms,W,Gorillas have arms.,Gorillas,Goqs,2,W-case,Nonsense
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,A white-footed mouse is a mouse. A white-footed mouse has toes.,S,Mice have toes.,Mice,Yebs,1,S-case,Real
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,A Wumox is a mouse. A Wumox has toes.,S,Mice have toes.,Mice,Yebs,1,S-case,Nonsense
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,Mice that lose their toes because of frostbite are mice. Mice that lose their toes because of frostbite do not have toes.,W,Mice have toes.,Mice,Yebs,1,W-case,Real
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,A Wumox is a mouse. Wumoxes do not have toes.,W,Mice have toes.,Mice,Yebs,1,W-case,Nonsense
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,Geckos are not mice. Geckos have toes that have hundreds of tiny bristles that help them grip onto surfaces.,N,Mice have toes.,Mice,Yebs,1,S-alt,Real
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,A Wumox is not a mouse. A Wumox has toes.,N,Mice have toes.,Mice,Yebs,1,S-alt,Nonsense
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,A Wumox is not a mouse. Wumoxes do not have toes.,N,Mice have toes.,Mice,Yebs,1,N-alt,Nonsense
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,Dolphins are not mice. Dolphins do not have toes.,N,Mice have toes.,Mice,Yebs,1,N-alt,Real
Mice have toes. A Yeb is a mouse.,A Yeb has toes.,Mice have whiskers.,N,Mice have toes.,Mice,Yebs,1,N-prop,Real
Mice have toes. A white-footed mouse is a mouse. A Yeb is a white-footed mouse.,A Yeb has toes.,A white-footed mouse has toes.,S,Mice have toes.,Mice,Yebs,2,S-case,Real
Mice have toes. Mice that lose their toes because of frostbite are mice. Yebs are mice that lose their toes because of frostbite.,A Yeb has toes.,Mice that lose their toes because of frostbite do not have toes.,W,Mice have toes.,Mice,Yebs,2,W-case,Real
Mice have toes. A Bafu is a mouse. A Yeb is a Bafu.,A Yeb has toes.,A Bafu has toes,S,Mice have toes.,Mice,Yebs,2,S-case,Nonsense
Mice have toes. A Bafu is a mouse. A Yeb is a Bafu.,A Yeb has toes.,Bafus do not have toes,W,Mice have toes.,Mice,Yebs,2,W-case,Nonsense
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Lemurs are monkeys. Lemurs have arms.,S,Monkeys have arms.,Monkeys,Dofiks,1,S-case,Real
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Yebs are monkeys. Yebs have arms.,S,Monkeys have arms.,Monkeys,Dofiks,1,S-case,Nonsense
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Monkeys that are born without arms are monkeys. Monkeys that are born without arms do not have arms.,W,Monkeys have arms.,Monkeys,Dofiks,1,W-case,Real
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Yebs are monkeys. Yebs do not have arms.,W,Monkeys have arms.,Monkeys,Dofiks,1,W-case,Nonsense
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Chimpanzees are not monkeys. Chimpanzees have arms.,N,Monkeys have arms.,Monkeys,Dofiks,1,S-alt,Real
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Yebs are not monkeys. Yebs have arms.,N,Monkeys have arms.,Monkeys,Dofiks,1,S-alt,Nonsense
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Yebs are not monkeys. Yebs do not have arms.,N,Monkeys have arms.,Monkeys,Dofiks,1,N-alt,Nonsense
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Walruses are not monkeys. Walruses do not have arms.,N,Monkeys have arms.,Monkeys,Dofiks,1,N-alt,Real
Monkeys have arms. Dofiks are monkeys.,Dofiks have arms.,Monkeys have opposable thumbs.,N,Monkeys have arms.,Monkeys,Dofiks,1,N-prop,Real
Monkeys have arms. Lemurs are monkeys. Dofiks are lemurs.,Dofiks have arms.,Lemurs have arms.,S,Monkeys have arms.,Monkeys,Dofiks,2,S-case,Real
Monkeys have arms. Monkeys that are born without arms are monkeys. Dofiks are monkeys that are born without arms.,Dofiks have arms.,Monkeys that are born without arms do not have arms.,W,Monkeys have arms.,Monkeys,Dofiks,2,W-case,Real
